SIC_Section,SIC_Codes,id,name,pointx_class,classname,postcode,M,IC,PST,AER,lon,lat
Information and Communication,5911,13348,Ditto Films,2080122,Film and Video Services,W1W 5PF,0,1,0,0,-0.14373033,51.52167167
Information and Communication,5911,13586,Burnt Road Productions,2080122,Film and Video Services,W1W 6YN,0,1,0,0,-0.139566074,51.52057156
Information and Communication,5911,14011,S T X Entertainment,2080122,Film and Video Services,WC2R 1HH,0,1,0,0,-0.118513009,51.51132415
Information and Communication,5911,14070,Feel Films Ltd,2080122,Film and Video Services,W1W 8AD,0,1,0,0,-0.139874899,51.51652983
Information and Communication,5911,14170,The Marketing Cafe,2080122,Film and Video Services,W1H 1DP,0,1,0,0,-0.162535671,51.52002539
Information and Communication,5911,14273,Eleven Film,2080122,Film and Video Services,W1W 8BD,0,1,0,0,-0.139761015,51.51720247
Information and Communication,5911,14330,Animate 2 Explain,2080122,Film and Video Services,W1J 9ER,0,1,0,0,-0.138888943,51.50818713
Information and Communication,5911,14368,Endor Productions Ltd,2080122,Film and Video Services,W1D 4DU,0,1,0,0,-0.130499185,51.51388984
Information and Communication,5911,14384,New Pictures,2080122,Film and Video Services,W1W 8SR,0,1,0,0,-0.140066667,51.51677567
Information and Communication,5911,14438,Union Visual Effects,2080122,Film and Video Services,W1T 1HX,0,1,0,0,-0.133666269,51.51729269
Information and Communication,5911,14478,F N X Media,2080122,Film and Video Services,W1F 8BH,0,1,0,0,-0.134527199,51.51505916
Information and Communication,5911,14801,7 Wonder Productions,2080122,Film and Video Services,WC2R 1LA,0,1,0,0,-0.117977957,51.51101881
Information and Communication,5911,14829,Nviz,2080122,Film and Video Services,W1D 3BP,0,1,0,0,-0.133867782,51.51468987
Information and Communication,5911,14934,The Content Works,2080122,Film and Video Services,W1W 5PF,0,1,0,0,-0.14373033,51.52167167
Information and Communication,5911,15009,The Bureau Film Co,2080122,Film and Video Services,W1B 5DW,0,1,0,0,-0.13703303,51.51058564
Information and Communication,5911,15017,Little Island Productions,2080122,Film and Video Services,W1D 4DU,0,1,0,0,-0.130499185,51.51388984
Information and Communication,5911,15057,Uppercut Films,2080122,Film and Video Services,W1F 8HP,0,1,0,0,-0.135074781,51.51403822
Information and Communication,5911,15085,Oxford Scientific Films,2080122,Film and Video Services,W1T 3LP,0,1,0,0,-0.136777397,51.51791048
Information and Communication,5911,15123,1st Ave Machine,2080122,Film and Video Services,W1F 8AE,0,1,0,0,-0.136125949,51.5140963
Information and Communication,5911,15189,Utmost Media Ltd,2080122,Film and Video Services,W10 4DY,0,1,0,0,-0.213612927,51.53086791
Information and Communication,5911,15582,Caviar,2080122,Film and Video Services,W1T 3EN,0,1,0,0,-0.135956631,51.51753774
Information and Communication,5911,15781,Naked Entertainment Ltd,2080122,Film and Video Services,SW1Y 4SQ,0,1,0,0,-0.132715428,51.50868251
Information and Communication,5911,16772,Gravity Media,2080122,Film and Video Services,W1D 3JR,0,1,0,0,-0.13242299,51.51442407
Information and Communication,5911,16788,Rafford Productions,2080122,Film and Video Services,WC2E 9AX,0,1,0,0,-0.126631685,51.51155303
Information and Communication,5911,16799,The Film Unit,2080122,Film and Video Services,W2 2AS,0,1,0,0,-0.167157986,51.51403679
Information and Communication,5911,16855,Circus 360,2080122,Film and Video Services,W1F 8BH,0,1,0,0,-0.134530043,51.5150601
Information and Communication,5911,17582,Dirty South Films,2080122,Film and Video Services,W1F 8EJ,0,1,0,0,-0.136182191,51.51448387
Information and Communication,5911,17962,Royal Flush Films,2080122,Film and Video Services,WC2B 4AS,0,1,0,0,-0.118486527,51.51371574
Information and Communication,5911,18049,Eagle Eye Drama Ltd,2080122,Film and Video Services,W1D 3QX,0,1,0,0,-0.132806431,51.51491577
Information and Communication,5911,18329,Odelay Films,2080122,Film and Video Services,W1F 7LY,0,1,0,0,-0.137776022,51.5153365
Information and Communication,5911,4080,Bigtalk,2080134,Television and Radio Services,W1W 7AQ,0,1,0,0,-0.13880191,51.51845519
Information and Communication,5911,4087,C P L,2080134,Television and Radio Services,WC2E 9JT,0,1,0,0,-0.124444811,51.51279681
Information and Communication,5911,4512,Rawcut,2080134,Television and Radio Services,W1F 9NR,0,1,0,0,-0.136027486,51.51191854
Information and Communication,5911,5926,Passion Pictures,2080134,Television and Radio Services,W1T 1JN,0,1,0,0,-0.134376863,51.51760974
Information and Communication,5911,7656,Whizz Kid Entertainment,2080134,Television and Radio Services,W1B 5PE,0,1,0,0,-0.138634053,51.51231964
Information and Communication,5911,9503,Touchpaper Television,2080134,Television and Radio Services,WC2N 6JG,0,1,0,0,-0.123606501,51.50871698
Information and Communication,5911,10097,Hoho Entertainment,2080134,Television and Radio Services,W1T 3BL,0,1,0,0,-0.138452794,51.51817988
Information and Communication,5911,11355,Support Partners,2080134,Television and Radio Services,W2 6LG,0,1,0,0,-0.180408642,51.51750736
Information and Communication,5911,12778,Coolabi,2080134,Television and Radio Services,WC2B 6XF,0,1,0,0,-0.118352129,51.51347978
Information and Communication,5911,14033,Filmwave,2080134,Television and Radio Services,W1W 8BN,0,1,0,0,-0.142025592,51.51680672
Information and Communication,5911,16087,Hero Cartoons,2080134,Television and Radio Services,W1K 3QT,0,1,0,0,-0.145670136,51.51135469
Information and Communication,5912,3674,Envy Post Production,2080122,Film and Video Services,W1W 8RH,0,1,0,0,-0.139229167,51.51716705
Information and Communication,5912,4589,P P C Creative Ltd,2080122,Film and Video Services,W1B 5PW,0,1,0,0,-0.138372611,51.51236945
Information and Communication,5912,4599,Double Negative Ltd,2080122,Film and Video Services,W1W 5QA,0,1,0,0,-0.142938834,51.52093075
Information and Communication,5912,4618,Streamland Media,2080122,Film and Video Services,W1T 3EE,0,1,0,0,-0.136472807,51.5183103
Information and Communication,5912,4601,Marshall Street Editors,2080122,Film and Video Services,W1D 3BP,0,1,0,0,-0.133867782,51.51468987
Information and Communication,5912,4630,Parallel Films,2080122,Film and Video Services,W1W 6QG,0,1,0,0,-0.14276173,51.51961504
Information and Communication,5912,4670,Framestore,2080122,Film and Video Services,W1F 8GH,0,1,0,0,-0.136686134,51.51520228
Information and Communication,5912,4673,No 8,2080122,Film and Video Services,W1F 8JH,0,1,0,0,-0.135986417,51.51433688
Information and Communication,5912,4689,Momoco,2080122,Film and Video Services,W1G 9SH,0,1,0,0,-0.14747027,51.51689284
Information and Communication,5912,4693,Peerless Digital Imaging,2080122,Film and Video Services,WC2N 4DS,0,1,0,0,-0.125722106,51.51089103
Information and Communication,5912,4707,Suite,2080122,Film and Video Services,W1T 1PR,0,1,0,0,-0.135646899,51.51806337
Information and Communication,5912,4708,Lipsync,2080122,Film and Video Services,W1F 0UW,0,1,0,0,-0.134264865,51.51343723
Information and Communication,5912,4717,Evolutions Television Ltd,2080122,Film and Video Services,W1F 8BH,0,1,0,0,-0.134527199,51.51505916
Information and Communication,5912,4735,Boom Post,2080122,Film and Video Services,W1F 8RQ,0,1,0,0,-0.135342684,51.51421873
Information and Communication,5912,4744,Great Western Studios,2080122,Film and Video Services,W2 5EU,0,1,0,0,-0.196333689,51.52119743
Information and Communication,5912,4745,Fifty Fifty,2080122,Film and Video Services,W1F 8EH,0,1,0,0,-0.136225767,51.51447557
Information and Communication,5912,4755,Loaded Dice,2080122,Film and Video Services,W1F 9RH,0,1,0,0,-0.136823117,51.51255167
Information and Communication,5912,4784,Hackenbacker Audio Post Prodution,2080122,Film and Video Services,W1D 4AQ,0,1,0,0,-0.13217857,51.51377542
Information and Communication,5912,5609,Pixelogic Media,2080122,Film and Video Services,W1T 1HY,0,1,0,0,-0.133725475,51.51746629
Information and Communication,5912,6091,Bubble T V,2080122,Film and Video Services,W1F 0PW,0,1,0,0,-0.134609797,51.5134607
Information and Communication,5912,6834,Streamland Media,2080122,Film and Video Services,W1F 0LF,0,1,0,0,-0.135792836,51.51272414
Information and Communication,5912,7911,The Look,2080122,Film and Video Services,W1W 8SR,0,1,0,0,-0.140066667,51.51677567
Information and Communication,5912,7955,Lipsync,2080122,Film and Video Services,W1F 8ZG,0,1,0,0,-0.135880743,51.51551322
Information and Communication,5912,8042,Blue Bolt Ltd,2080122,Film and Video Services,SW1H 0AS,0,1,0,0,-0.1366397,51.499033
Information and Communication,5912,8364,Unit Media Ltd,2080122,Film and Video Services,W1F 7JS,0,1,0,0,-0.13820532,51.51431637
Information and Communication,5912,8370,@voytek Ltd,2080122,Film and Video Services,WC2H 7ER,0,1,0,0,-0.130697842,51.50903705
Information and Communication,5912,8459,Broadley Studio,2080122,Film and Video Services,NW1 6LG,0,1,0,0,-0.166842824,51.52404048
Information and Communication,5912,9112,The Farm Group,2080122,Film and Video Services,W1F 8AD,0,1,0,0,-0.135819818,51.51418136
Information and Communication,5912,9824,Aframe,2080122,Film and Video Services,W1D 3DA,0,1,0,0,-0.133476173,51.51404517
Information and Communication,5912,10012,Molinare,2080122,Film and Video Services,W1F 7PX,0,1,0,0,-0.138474986,51.51374692
Information and Communication,5912,10592,Thank You Mam Ltd,2080122,Film and Video Services,W1F 8PU,0,1,0,0,-0.1365374,51.51425571
Information and Communication,5912,10779,Lucky Cat Post Production,2080122,Film and Video Services,W1F 8QD,0,1,0,0,-0.136892078,51.51474694
Information and Communication,5912,10893,Atomic Arts,2080122,Film and Video Services,W1T 1HT,0,1,0,0,-0.133393005,51.51713727
Information and Communication,5912,12067,Clear Cut Pictures Ltd,2080122,Film and Video Services,W1T 1QA,0,1,0,0,-0.136017468,51.51851889
Information and Communication,5912,12527,Odelay,2080122,Film and Video Services,W1F 7LY,0,1,0,0,-0.137776022,51.5153365
Information and Communication,5912,13666,Halo Post,2080122,Film and Video Services,W1F 8GX,0,1,0,0,-0.135741019,51.51505238
Information and Communication,5912,15029,Creative Outpost,2080122,Film and Video Services,W1T 1AU,0,1,0,0,-0.133172096,51.51689995
Information and Communication,5912,15208,Heavy Entertainment,2080122,Film and Video Services,W1F 0UH,0,1,0,0,-0.134160292,51.51317478
Information and Communication,5912,16305,Final Frame Post London Ltd,2080122,Film and Video Services,WC2N 4HG,0,1,0,0,-0.124518984,51.51035922
Information and Communication,5912,16314,D M R Film Ventures,2080122,Film and Video Services,W1T 3NA,0,1,0,0,-0.137840483,51.51835001
Information and Communication,5912,16812,Dirty Looks,2080122,Film and Video Services,W1T 1JU,0,1,0,0,-0.13336368,51.51644438
Information and Communication,5912,17179,The Image Partnership London,2080122,Film and Video Services,W2 6ET,0,1,0,0,-0.188693774,51.51866073
Information and Communication,5912,17894,Envy,2080122,Film and Video Services,W1T 3JE,0,1,0,0,-0.138089022,51.51826403
Information and Communication,5912,4046,Atomic Arts Ltd,2080134,Television and Radio Services,W1T 1HT,0,1,0,0,-0.133393005,51.51713727
Information and Communication,5913,7207,The Streaming Company,2080122,Film and Video Services,WC2N 5NG,0,1,0,0,-0.125243398,51.50780794
Information and Communication,5913,9988,Deluxe,2080122,Film and Video Services,W1F 0EQ,0,1,0,0,-0.133123411,51.51333184
Information and Communication,5913,13276,Kaleidoscope Home Entertainment,2080122,Film and Video Services,W1F 7SP,0,1,0,0,-0.136951949,51.51363282
Information and Communication,5913,14443,D C D Rights,2080122,Film and Video Services,NW1 5RA,0,1,0,0,-0.166787845,51.51823049
Information and Communication,5913,14685,Grabyo Ltd,2080122,Film and Video Services,W1B 4BQ,0,1,0,0,-0.139907678,51.51112586
Information and Communication,5914,12722,01 Zero One,2080122,Film and Video Services,W1F 0HS,0,1,0,0,-0.135312139,51.5132021
Information and Communication,5920,10745,Simply Media T V,7420568,Electronic Media,W1W 8SJ,0,1,0,0,-0.140926008,51.51655549
Information and Communication,5920,3589,Wise Music Group,2080131,Recording Studios and Record Companies,W1T 3LJ,0,1,0,0,-0.136426731,51.51732039
Information and Communication,5920,4463,Dejamus Ltd,2080131,Recording Studios and Record Companies,W1U 7AZ,0,1,0,0,-0.155522721,51.51843156
Information and Communication,5920,4513,Josef Weinberger Ltd,2080131,Recording Studios and Record Companies,W1T 3JJ,0,1,0,0,-0.138761628,51.51838261
Information and Communication,5920,4520,Rak Recording Studios Ltd,2080131,Recording Studios and Record Companies,NW8 7BU,0,1,0,0,-0.16763231,51.53417832
Information and Communication,5920,4569,Abbey Road Studios,2080131,Recording Studios and Record Companies,NW8 9AY,0,1,0,0,-0.177979166,51.53215431
Information and Communication,5920,4570,Dean St Studios,2080131,Recording Studios and Record Companies,W1D 6AN,0,1,0,0,-0.132045243,51.51273646
Information and Communication,5920,4659,Factory,2080131,Recording Studios and Record Companies,W1W 8SH,0,1,0,0,-0.14147701,51.5164743
Information and Communication,5920,4663,Heavenly,2080131,Recording Studios and Record Companies,W1D 4UF,0,1,0,0,-0.132529452,51.51287816
Information and Communication,5920,4675,Rollover Studios,2080131,Recording Studios and Record Companies,W10 4LG,0,1,0,0,-0.209761087,51.53166346
Information and Communication,5920,4676,Adelphoi Music Ltd,2080131,Recording Studios and Record Companies,WC2H 9TZ,0,1,0,0,-0.128435414,51.51290372
Information and Communication,5920,4679,Warner Bros,2080131,Recording Studios and Record Companies,W1D 3PU,0,1,0,0,-0.133039603,51.51379542
Information and Communication,5920,4686,Clear Cut Sound Studios Ltd,2080131,Recording Studios and Record Companies,W1F 8HW,0,1,0,0,-0.134902431,51.51405886
Information and Communication,5920,4692,Jungle Studios,2080131,Recording Studios and Record Companies,W1F 8WB,0,1,0,0,-0.134767665,51.51418261
Information and Communication,5920,4724,Bubble,2080131,Recording Studios and Record Companies,W1F 0PW,0,1,0,0,-0.134609797,51.5134607
Information and Communication,5920,5654,Toccata Classics,2080131,Recording Studios and Record Companies,SW1P 4HH,0,1,0,0,-0.131502856,51.4928813
Information and Communication,5920,6883,Hummingbird Music,2080131,Recording Studios and Record Companies,W1F 9NW,0,1,0,0,-0.136281959,51.51203949
Information and Communication,5920,7154,Concord Music,2080131,Recording Studios and Record Companies,WC2B 4HN,0,1,0,0,-0.115995604,51.51365777
Information and Communication,5920,7264,Harvey Voices Ltd,2080131,Recording Studios and Record Companies,W1D 4EG,0,1,0,0,-0.131070518,51.51401585
Information and Communication,5920,7542,The Sound Company Ltd,2080131,Recording Studios and Record Companies,W1W 6HG,0,1,0,0,-0.142076294,51.51981102
Information and Communication,5920,7790,Eclectic Sounds Ltd,2080131,Recording Studios and Record Companies,W1F 0AU,0,1,0,0,-0.134191546,51.51417345
Information and Communication,5920,8172,Art4noise Ltd,2080131,Recording Studios and Record Companies,W1F 0JJ,0,1,0,0,-0.135936748,51.51325879
Information and Communication,5920,9053,B M G,2080131,Recording Studios and Record Companies,W2 1BQ,0,1,0,0,-0.17301533,51.51893015
Information and Communication,5920,9242,Soho Square Studios,2080131,Recording Studios and Record Companies,W1D 3QU,0,1,0,0,-0.132845894,51.51465562
Information and Communication,5920,9287,Ignition Records Ltd,2080131,Recording Studios and Record Companies,NW1 6HL,0,1,0,0,-0.161672473,51.52356389
Information and Communication,5920,9440,Rumble Music Ltd,2080131,Recording Studios and Record Companies,W1W 7LT,0,1,0,0,-0.142404836,51.51846735
Information and Communication,5920,9996,Air-edel,2080131,Recording Studios and Record Companies,W1U 8BJ,0,1,0,0,-0.157546605,51.51828352
Information and Communication,5920,10189,Sony Music Publishing,2080131,Recording Studios and Record Companies,W1T 3LP,0,1,0,0,-0.136777397,51.51791048
Information and Communication,5920,10702,Buzzwazz Records,2080131,Recording Studios and Record Companies,W1U 8HJ,0,1,0,0,-0.157912419,51.51850509
Information and Communication,5920,10730,E M I Production Music,2080131,Recording Studios and Record Companies,W1F 9LD,0,1,0,0,-0.138109844,51.51174479
Information and Communication,5920,11163,Merok Records,2080131,Recording Studios and Record Companies,W1W 7PY,0,1,0,0,-0.140217072,51.51803701
Information and Communication,5920,11223,White Noise Factory Ltd,2080131,Recording Studios and Record Companies,W1G 9QR,0,1,0,0,-0.146684056,51.51779765
Information and Communication,5920,11743,Snapper,2080131,Recording Studios and Record Companies,NW1 5DF,0,1,0,0,-0.167693706,51.5211582
